,date,review,rating,isEdited,userName,title,developerResponse
0,2019-07-23 17:35:35,"Clair Hoyt is the BEST! We were immediately blown away with her friendliness and customer service. She's a very kind person and very helpful. Not to mention she's great at what she does. She coordinated everything we needed before visiting Boston in order to buy a place and move. She even picked us up at the airport so we could immediately go look at the string of places that we were interested in. We found a great place that we were happy with. Even after everything was said and done, she checked in with us to make sure we were still happy, or if we needed services for moving to our new home. She's thoughtful and thorough with her work. She is a pleasure to work with and made looking for a place to live in a completely new place EASY. We highly recommend her specifically, but also believe in the company she works for, Compass. What a user friendly website/app! It made everything smooth and easy to evaluate the places we were looking at. We could easily sort by price, location, and qualifications we were looking for in a place. We loved that Clair had access to our collections so that she could see our comments, talk to us, know what we were looking for, and she could recommend new places. It made our search easy to look at places that our realtor already scouted out for us. Overall, 5 stars for Clair, Compass and our overall experience.",5,False,SMRAC,An easy choice,
1,2018-06-25 19:10:43,"We recently started using Compass through our new agent. It’s a really great way to share properties including notes about each one and overall have everything at your fingertips when  using an agent during your housing search or just browsing. Luckily for us our agent has kept us up to date every step of the way - even at 10pm some nights! - and this app has been an indispensable tool for how we’re able to communicate with everyone involved in the search. However the app isn’t perfect. I’ve experienced multiple crashes while using it, but what would be incredibly useful is when you receive an update or message about a property a feature on the Workshop or Collections page that links you directly with the notification itself. The only way you’re able to view the message is by clicking the push notification or link via email and, once in the app, then scrolling to that particular property and looking for the yellow dot that indicates a message is waiting. If you’re like me and have more than 10+ properties that you’re eyeing this becomes pretty cumbersome. Also, it’d be nice to edit the order of the saved properties in your Collections however you’d like, either by ultimate favorites, notification waiting, last viewed, etc.. I’m hoping there will be an update with the Compass app soon but in the meantime it’s been very useful despite the roundabout way to view and read your notifications.",4,False,GreenEggsNTam,"Great way to communicate with your agent, but..",
2,2020-08-28 20:36:57,"Huge fan of Compass and everything that they’re doing. A lot like Redfin or Zillow, but better looking features in the app and with better people involved in the company from what I can tell. Been very impressed by Robert Reffkin anytime he’s on CNBC. Smart guy. In our market here in Chicago, Compass seems to have taken over the market out of nowhere. My wife looks at real estate everyday, and is always on Compass searching for places. The Coming Soon places are cool - only available on their site and their app I guess. Haven’t tried the private exclusives yet - I believe if you work with one of their agents you can see hidden properties that no one else can see? Also had a friend do Compass Concierge to fix their place up for free before they sold. They got more money on their place and did really well. Really happy with it from what they said. A few bugs I’ve noticed in the app, but not bad. Last update fixed a lot. Way better than Zillow, and I like better than Redfin too. Thanks guys keep up the good work!",5,False,MikeMo710,LOVE Compass and their app! 👍🏼,
3,2019-05-24 19:35:09,"Have been using this app recently as I’m planning a move to a different city, where Compass has a presence. At first, the search functionality felt a bit limited, especially when compared to more established apps like Zillow. However, I quickly noticed that updates were being launched consistently and has made the overall user interface of the app much easier to use and navigate. The listings on Compass are plentiful, with some of them being exclusive to Compass before it shows up on other apps and websites. I plan on using this app and a Compass agent when it comes time for me to move.",5,False,coop0917,Improving quickly,
4,2018-09-19 18:42:05,"Been using for 4 months. Nice interface, good potential, not there yet. Often frustrating.

Notifications don’t work properly like other apps. When notification for a new property displays, when you click on it it only takes you to the app and does not take to to the relevant page for the property, which means then you have to scroll through all of your searches to see where the new listing is (and this can often be laggy, so the new listing may not even show up right away when you scroll to it.

This is especially important when your agent writes to you about a specific property and you click on the notification to read the message. Doesn’t take you to the page.

Once you click on a notification, it disappears from your notifications, unlike every other app. So when you can’t find where the notification was supposed to take you and you go back to read which listing it pertained to, it’s gone.

Sometimes when you add listing to your collections,. They don’t update. 

Yesterday when I added comments to a property for my agent to read, they did not appear in the app, but an email message was sent saying there was a new comment.

Many bugs. Keep improving please.",3,False,btstudio,Ok but lots of issues,"{'id': 10655032, 'body': 'We’ve made updates to ensure your notifications make sense, are on time, and pop up where they’re supposed to. Happy searching!', 'modified': '2019-09-12T17:13:40Z'}"
5,2019-11-10 03:46:44,"I only downloaded the app because I couldn’t view the collection that my agent shared with me. The website was just blank on that page. Luckily, I was able to view the collection through the app. That’s basically all I can do. 

The search page is awful. You can enter a full address and it won’t even show you a map of where the address is. Search only works if you enter a listing that is listed, because of this, you can’t even search the neighborhood for available listings. 

This next one is probably the most annoying issue with the app. You cannot use map view I’m collections. You can only see the list view. If you try to use the map, it hovers above New Brunswick. If you move the map to the correct city, your saved listings are not on the map. 

Note: if you mark a listing as “not until interested”, you can’t add it back to your collection. You can find it and it’s still marked as saved. If you un-save and re-save, it still doesn’t populate in your collection.

Basically, this app is useless for anything besides viewing and making comments on listings that your agent adds to your shared collection. Trying to add listings to the collection on your own is basically impossible unless you find the address on another website and sometimes this app will take you to it.",1,False,Indiana IG,This app and Compass site are garbage,
6,2020-09-25 13:42:03,"The most irritating part of this app is that you can’t input your expected down payment or interest rate and have the app remember it. Other real estate apps do this and it doesn’t seem that hard that’s the “dumb” part of this review. The photo slider is funky, it does slide smoothly from photo to photo, often requiring multiple swipes to move from one photo to another. Another irritating feature of this app is that you often have to tap “comments” rather than the main tile to expand and view a property. Why can’t I just tap the big tile? Why make me take an extra step to get where I want to be?

For communication with a compass agent it works, but I suspect that depends a lot on your agent. This app gets the job done, but if I weren’t working with a compass agent I would have ditched it. It’s too clunky and dumb.",2,False,Ed Gnarly,Buggy and dumb,
7,2021-09-22 14:19:44,There are so many people here already!  Traffic is terrible. People are rude. Everybody wants right of way and don’t care for the other persons rights    I have been here for 6 months and still don’t feel safe to drive on local roads much less freeways.  I have not seen one policeman since I’ve been here. Even had a fire truck  blasting his siren right in back of me and traffic  was bumper to bumper   I needed a helicopter blade to get out of his way. I was in tears when I got to my doctors office.  I don’t like it here  Too many people.,5,False,sissyjar,Too many people!,
8,2019-08-24 13:57:58,"Calling all Individualists, greedmongers, bottom liners,... if you’re interested in maximizing profits at the expense of human relationships, if you’re out for what you can get regardless of someone else’s story, and if you don’t believe connection and relationships matter in business, then go with compass. They are about what you can get regardless of who’s on the other side of the transaction. Sound familiar these days? They will ask you to NOT read even one letter written and submitted by prospective buyers with their offer— not to bother taking the time to learn about who might be living in the space you called home, not to think about their story when making a decision. The “human element” has been removed because people’s personal story shouldn’t matter, right?

This review is about the Compass Real Estate approach across all markets.",1,False,LAMFT,Integrity? Morals? Ethics in Business?,
9,2022-02-12 21:37:51,"Great app. Though, it’s difficult to go back and find our comments for a specific house that we added in our collection. It would be nice to be able to easily find our comments/conversations we have with our realtor after simply clicking on a house that we added to our collection.",5,False,tandkwilliams,Nice app - 1 suggestion to the comment,"{'id': 28043805, 'body': 'Thanks for taking out time to rate us. I will forward your feedback to our product team. It really helps us to keep going and delivering the best :) Thank you. ', 'modified': '2022-02-14T17:43:41Z'}"
10,2019-05-13 17:19:11,"A few weeks ago, when I’d get a notification or email from the app I could tap on the banner or notification or the link in the email and it would take me directly to the home I was getting a notification about. But in the last two updates that’s gone away, and if you tap a notification, you can’t retrieve it so u less you can memorize the address in the split second it shows or and re-type it in the search box when the app opens, you’re out of luck. Same for email links... tap a link to a house and it just takes you to the app, not the actual page of the home you’re interested in. 

Please fix this. I’ve gone back to Redfin instead since the Compass app hasn’t been working.",1,False,alexandragt,Tapping on a notification or email...,"{'id': 10655008, 'body': 'We’ve made updates to ensure your notifications make sense, are on time, and pop up where they’re supposed to. Happy searching!', 'modified': '2019-09-12T17:10:54Z'}"
11,2020-08-08 12:39:41,"The app is great for communicating with your agent. I’d recommend the option of just being able to tap again the star icon to unfavorite one, in case you did it by accident, without having to tap not interested.

Also, the app log me out multiple times a day and I have to login over and over. Maybe also have the login info ( email and password ) in one screen, so the auto fill works also for the email ( for some reason right now o have to manually write my email and then auto fill works on the next screen)",4,False,Fndrdlc,Good overall.,
12,2022-12-01 20:54:24,"I think that the app is ok, but one thing bugs me. For a feature request, could you please add the ability to save new defaults to the payment calculator?
Once someone gets approved at 5.75% for instance, they could set that as the new default. If you want to pay 0% down, for instance (if you have a VA loan), then you could set that as the new default. It would allow for use of the payment calculator as a quick view guide, instead of as something that must be reconfigured every time.",4,False,Gorillamusha,"Overall, not too bad",
13,2021-04-08 13:03:26,"Forget “Bluefin” and “Pillow”, seriously! I got introduced to compass a few months back and it’s easily the best app on the market today. The map feature and ease of use is so great. They have a “Compass Coming Soon” feature that allows their agents to post upcoming listings so now I get to see them before you!! Get on board, it’s the best kept secret that won’t be a secret for long.",5,False,ChiGuyAmI,The next gen Real Estate app,
14,2020-05-23 19:28:24,"I generally like the Compass website, but the app does not deliver the same user experience. On iPad, the application does not work in landscape mode, which means they are using the same user interface from the iPhone app, versus taking advantage of the additional features and screen space available in iPad. It would also be great if there were more search features available, like architectural style, school ratings, etc.",3,False,egpierro,Does not work in landscape mode,
15,2019-08-08 05:38:15,"I downloaded the app to see if I could get a snappier/better experience on mobile. This app doesn’t give you that. 

The map is slow - panning around and waiting for results to populate could be faster. Menus and such are slow to respond. And sometimes full-sized photos won’t render if you decide to open one. 

For being a technology-focused real estate company, I would have expected their app to be better than others. Looks like I’ll be sticking to the mobile web experience for now.",2,False,capnbsa,"Basic functionality is there, but performs slowly","{'id': 10655019, 'body': 'We’ve heard you and have made big improvements to app stability and speed. We are constantly making updates to enhance your experience so don’t forget to come back and search on your Compass app!', 'modified': '2019-09-12T17:12:02Z'}"
16,2020-07-18 19:38:02,"This app is clunky and glitchy as hell. Every day it makes sign in to access info our realtor shares which is bananas because it has no financial info on it so why would I need to be that secure? Every. Single. Day. it makes me resign in. My iPhone and app software are both up to date. 

When using the app it’s also slow to respond and sometimes locks up so I have to close out and restart the app to just look at pictures of properties. This app makes the house browsing process so much more frustrating than it should and I’m super disappointed about this experience.",1,False,langdon alder esq,Makes Me Sign In Every Day,
17,2021-05-26 14:51:17,I made an appointment with compass for apartment viewings in the city and was told I would receive location details the morning of our appointment. It was already half an hour before the appointment time and I still was not told where I should go. They had nothing planned and I had to wait around for almost an hour because they changed brokers on me last minute. Complete waste of my time after having travelled 1.5 hours to meet with a broker,2,False,lxeriica,Completely disorganized,
18,2022-03-28 17:04:28,"No matter the search terms, and despite only searching for active listings, every sold property appears in searches. So hundreds of sold properties clog up the search and often just completely crash the app.  The only way to make it work is to DEselect everything in the Listing Status section. It will still show all the sold properties but you can limit it to the last 7 days. But it still shows under contract listings. So if you just want to see regular active listings you are out of luck.",1,False,All Good,App seems broken,"{'id': 28865325, 'body': 'Hi, Thank you for sharing your experience again with us. I am happy to take a look at the issue you mentioned. Could you please share the issue detail and screenshots with us? You can reach us at mobilesupport@gmail.com. Thank you. ', 'modified': '2022-03-30T04:36:18Z'}"
19,2022-10-22 07:21:07,"I own a large amount of stock in this company and find the app extremely difficult to use. I highly recommend syncing the maps better as the street names do not appear when trying to locate a property. The save a listing or favorite is not obvious. You need to go through this entire app and make it more friendly. Including easy buying . If you want to contact me I would be happy to help otherwise I’m afraid your stock will continue to suffer and eventually the company will be gone.  Zumasun@gmail
Paul c",1,False,zumasun,Update your app,
20,2022-12-11 23:26:58,Compass is the elite when it comes to home searches. It is so easy to use and CLEAN. I love viewing all of my homes in one space and being able to write comments with all parties instead of the links getting lost in the depths of my text threads.,5,False,chelsea907,Streamline Home Search,
21,2022-08-26 22:52:43,"We love our Compass agent but have found that searching with the app is annoyingly bad.
Each time one clicks on a property, the app pops open a preview at the bottom, and then IMMEDIATELY covers the square footage, bed and bath count and part of the price with tips on using the search function.  Perhaps this will go away after I use the app enough, but I’m not going to use it much if I have to wait 8-10 seconds to see the exact info I need!",2,False,BG_Sea,"Love our agent, but the app needs work","{'id': 31934416, 'body': 'Hi, Thank you for sharing your experience with us. We value your feedback and take it very seriously. Our product team will review your feedback for future improvements. If you have any more comments, please contact mobilesupport@compass.com so we can follow up. Thank you.', 'modified': '2022-09-09T17:50:56Z'}"
22,2021-09-07 00:37:41,"The Compass app gives me all the tools I need to collaborate with my buyers and to provide market insights to my sellers. From tracking transactions, initiating marketing, creating a listing, conducting a live stream showing or open house, to performing a home search… it’s all there.",5,False,My DC Agent Team,I Use the Compass App Daily,"{'id': 25032623, 'body': 'It is great that the Compass app is helping you grow your business. If you have any feedback, please email mobilesupport@compass.com. Thank you.', 'modified': '2021-09-10T20:34:16Z'}"
23,2022-05-03 15:31:49,"The app had an issue and I contacted the support team. They communicated efficiently and solved it really fast. Impressed by their work. 

App is great, it has some great features that make it very easy to see new listings as they show up.",5,True,Landotower,Great response from support team,"{'id': 29478702, 'body': 'Hi, thank you for sharing your experience. I have confirmed the issue has been fixed. Please try again. If the problem persists, please get in touch with mobilesupport@compass.com. Thank you, Steven. ', 'modified': '2022-05-03T15:31:49Z'}"
24,2022-06-24 07:30:24,"When I favorite a home, it stays permanently favorited (starred). When I try to remove it, my realtor receives an erroneous message that I liked or disliked the listing multiples times for one like or dislike. The home search filters are not as robust as red fin or Zillow, missing filtering options like views, fireplace, other amenities which can make the saved searches overwhelming with the number of homes displayed outside of my desired search.",2,True,Djexodus80,"Meh, medium good to mildly good","{'id': 30524390, 'body': 'Hi, thank you for sharing your experience. I will forward your concern about liking or disliking the property to our product team for investigation. The product leads will receive the search filter suggestions from me as well. I recommend working with your Compass realtor to create the saved search. Your realtor has advanced search filters to help you find the right home. If you have any questions, you can reach me at mobilesupport@compass.com. Thank you.', 'modified': '2022-06-24T07:30:24Z'}"
25,2019-11-08 18:15:15,This app is the best portal and only way to see all the homes for sale. Compass has coming soon listings that can not be found anywhere else online.. why use anything else when Compass is providing all on and off market homes. 5 stars!,5,False,ThankYuhG,The front door of RE,
26,2020-08-23 21:00:31,"I appreciate Compass’s attention to design, however it would be great if their attention to detail was as strong. The fact that I can’t use this app in landscape orientation on my ipad tends to keep me from using it and instead I just resort to browsing Zwillow. Regardless of your aesthetic, simple friction like this will keep many people from using your service.",3,False,travisrogers,"Great service, wish the app was universal",
27,2019-06-05 07:22:06,"You can save searches and comment together on everything so easily. My clients are easily finding the right properties fast, and our touring itinerary is so organized that all the headaches of a typical home search are omitted from the usual process. Bravo Compass 👏🏼",5,False,Kevin Boroumand,My clients love it,
28,2022-06-11 14:01:25,"This app used to work well.  Now I get multiple alerts throughout the day on the same properties.  It’s super annoying.  I’ll have 30 notifications, all circling around 4 houses.  It’s an annoying glitch and you can’t report these anywhere on the app so you have to write a review on a the App Store.  Dumb idea Compass.",2,False,CheneyKyleMatthews,The app is broken!  I get 3-6 notifications or alerts on the same property,"{'id': 30428355, 'body': 'Hi, Thank you for sharing your recent experience. We have issued a temporary fix to reduce duplicate notifications. We will continue to monitor the issue and fix it properly. Thank you. ', 'modified': '2022-06-18T17:14:33Z'}"
29,2022-02-25 03:31:10,Was working great until yesterday and then something happened and the pictures of the homes are not visible. Just one picture of street view. Now I have to copy the address and paste it into a totally different house hunting app in order to see the house.,3,False,Whodonuit,What happened to the pictures?,"{'id': 28301356, 'body': ""Hi, thank you for sharing your experience. We'd like to learn more about the loading issues and what exactly happened. Please get in touch with our support team at mobilesupport@compass.com. We will soon get this issue resolved for you in future releases. Thank you."", 'modified': '2022-02-28T17:45:48Z'}"
